"ORDER_ID","SOURCE_ID","DESTINATION_ID","HUB_ID","UPC","UPT","QTY_ORDERED_CASES","QTY_ALLOCATED_CASES","QTY_PICKED_CASES","QTY_SHIPPED_CASES","INTO_LOCATION_DATE","CREATION_DATE","LAST_UPDATE_DATE"
"8092354223","5012068010865","5012068007933","5012068039422","00978736","14",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.963428000,09-JUN-26 09.00.48.514393000
"8092354223","5012068010865","5012068007933","5012068039422","00992619","18",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.963428000,09-JUN-26 09.00.48.514393000
"8092354223","5012068010865","5012068007933","5012068039422","29397822","7",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.963428000,09-JUN-26 09.00.48.514393000
"8092354223","5012068010865","5012068007933","5012068039422","29407910","8",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.963428000,09-JUN-26 09.00.48.514393000
"8092354224","5012068010865","5012068011190","5012068039422","00992619","18",1,0,1,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.11.687081000,09-JUN-26 09.00.48.557067000
"8092354224","5012068010865","5012068011190","5012068039422","29397822","7",1,0,1,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.11.687081000,09-JUN-26 09.00.48.557067000
"8092354224","5012068010865","5012068011190","5012068039422","29397853","7",1,0,1,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.11.687081000,09-JUN-26 09.00.48.557067000
"8092354225","5012068010865","5012068072238","5012068059666","00992619","18",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.32.603494000,09-JUN-26 09.00.49.363447000
"8092354225","5012068010865","5012068072238","5012068059666","29397822","7",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.32.603494000,09-JUN-26 09.00.49.363447000
"8092354225","5012068010865","5012068072238","5012068059666","29407910","8",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.32.603494000,09-JUN-26 09.00.49.363447000
"8092354225","5012068010865","5012068072238","5012068059666","29463046","10",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.32.603494000,09-JUN-26 09.00.49.363447000
"8092354226","5012068010865","5012068007919","5012068053800","00992619","18",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.13.258083000,09-JUN-26 09.00.48.299520000
"8092354226","5012068010865","5012068007919","5012068053800","29397822","7",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.13.258083000,09-JUN-26 09.00.48.299520000
"8092354227","5012068010865","5012068017840","5012068056528","00992619","18",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.38.665063000,09-JUN-26 09.00.48.961760000
"8092354227","5012068010865","5012068017840","5012068056528","29397822","7",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.38.665063000,09-JUN-26 09.00.48.961760000
"8092354227","5012068010865","5012068017840","5012068056528","29463046","10",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.38.665063000,09-JUN-26 09.00.48.961760000
"8092354228","5012068010865","5012068001818","5012068059666","00992619","18",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.50.318076000,09-JUN-26 09.01.54.458416000
"8092354228","5012068010865","5012068001818","5012068059666","29397822","7",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.50.318076000,09-JUN-26 09.01.54.458416000
"8092354228","5012068010865","5012068001818","5012068059666","29415052","6",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.50.318076000,09-JUN-26 09.01.54.458416000
"8092354228","5012068010865","5012068001818","5012068059666","29463046","10",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.50.318076000,09-JUN-26 09.01.54.458416000
"8092354229","5012068010865","5012068019905","5012068056528","00992619","18",1,0,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 08.59.56.797958000,09-JUN-26 09.00.48.999417000
"8092354229","5012068010865","5012068019905","5012068056528","29397822","7",1,0,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 08.59.56.797958000,09-JUN-26 09.00.48.999417000
"8092354230","5012068010865","5012068002471","5012068039422","00992619","18",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.41.704629000,09-JUN-26 09.00.48.446836000
"8092354230","5012068010865","5012068002471","5012068039422","29397822","7",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.41.704629000,09-JUN-26 09.00.48.446836000
"8092354230","5012068010865","5012068002471","5012068039422","29466177","22",1,0,1,1,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.41.704629000,09-JUN-26 09.00.48.446836000
"8092354231","5012068010865","5012068008336","5012068059666","29397822","7",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.30.508091000,09-JUN-26 09.00.49.134492000
"8092354232","5012068010865","5012068003201","5012068056528","00992619","18",1,0,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 08.59.57.018659000,09-JUN-26 09.00.48.818937000
"8092354233","5012068010865","5012068018373","5012068016522","00992619","18",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.976707000,09-JUN-26 09.00.49.564722000
"8092354233","5012068010865","5012068018373","5012068016522","29397822","7",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.976707000,09-JUN-26 09.00.49.564722000
"8092354233","5012068010865","5012068018373","5012068016522","29415052","6",1,1,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.06.976707000,09-JUN-26 09.00.49.564722000
"8092354234","5012068010865","5012068044914","5012068053800","00992619","18",1,0,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.11.699037000,09-JUN-26 09.00.48.386984000
"8092354234","5012068010865","5012068044914","5012068053800","29397822","7",1,0,0,0,11-JUN-26 01.00.00.000000000,09-JUN-26 09.00.11.699037000,09-JUN-26 09.00.48.386984000
